N° Exp.,Fecha,Estado,Modelo,Matrícula,Daños,Fase,Lat - Lon,Lesiones,Fecha y hora de notificiacion,fecha y hora de arribo,fecha y hora de finalizacion,Provincia,Lugar,tipo Lugar,altura,Oficina,Canal,Fabricante
62035863/22,16/6/2022,en curso,LJ 60 (Learjet),LV-BZJ,Ninguno,Crucero,"(-38.94944444444444, -68.14083333333333)",Ninguno,S/D,S/D,S/D,NEUQUEN (NEU),Juan Domingo Perón - Neuquén (SAZN),AP,S/D,S/D,S/D,Learjet
61313032/22,15/6/2022,en curso,A-36 (Beechcraft),LV-HUQ,De importancia,Despegue,"(-28.416666666666668, -57.7)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),El Tránsito,LOC,S/D,S/D,S/D,Beechcraft
59370193/22,12/6/2022,en curso,Boyero (Iae 20),LV-ZEY,Ninguno,Crucero,"(-30.07777777777778, -61.92583333333333)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Hersilia,LOC,S/D,S/D,S/D,Iae 20
59642690/22,11/6/2022,en curso,LJ-45 (Learjet),LV-GOM,Leves,Rodaje a plataforma,"(None, None)",Ninguno,S/D,S/D,S/D,Cali (CLO),Alfonso Bonilla Aragón,AP,S/D,S/D,S/D,Learjet
59368784/22,11/6/2022,en curso,AB-180 (Aero Boero),LV-MFM,De importancia,Aterrizaje,"(-26.055555555555557, -65.93694444444445)",Ninguno,S/D,S/D,S/D,SALTA (SAL),Cafayate,AD,S/D,S/D,S/D,Aero Boero
58320078/22,7/6/2022,en curso,LJ-35 (Learjet),LV-IYQ,Leves,Aterrizaje,"(-34.55972222222222, -58.415)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Learjet
57103534/22,6/6/2022,en curso,R-22 (Robinson),LV-JUD,De importancia,Estacionado,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Robinson
56556925/22,1/6/2022,en curso,P-2002 (Tecnam),LV-S017,Leves,Aterrizaje,"(-34.89083333333333, -61.53138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Buenos Aires,LOC,S/D,S/D,S/D,Tecnam
53712575/22,28/5/2022,en curso,140-A (Cessna),LV-FCV,Leves,Rodaje salida,"(-38.551944444444445, -65.08416666666666)",Ninguno,S/D,S/D,S/D,LA PAMPA (LPA),Cuchillo-Co,LOC,S/D,S/D,S/D,Cessna
53187015/22,27/5/2022,en curso,B-200 (Beechcraft),LV-OFT,Ninguno,Rodaje a plataforma,"(-34.4575, -58.590833333333336)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Beechcraft
50053689/22,19/5/2022,en curso,C-152 (Cessna),LV-BRI,Ninguno,Crucero,"(-34.71222222222222, -58.87388888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Marcos Paz,LOC,S/D,S/D,S/D,Cessna
49785426/22,18/5/2022,en curso,P-2002 (Tecnam),LV-S105,Ninguno,Aterrizaje,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Tecnam
53119193/22,17/5/2022,en curso,PA-25-235 (Piper),PR-CTD,De importancia,Maniobras,"(-17.07027777777778, -45.87444444444444)",Fatales,S/D,S/D,S/D,Minas Gerais (MG),Brasilândia de Minas,LOC,S/D,S/D,S/D,Piper
47591895/22,12/5/2022,en curso,690B (Rockwell Sabreliner),LV-MYA,Ninguno,Crucero,"(-27.45, -59.05611111111111)",Ninguno,S/D,S/D,S/D,CHACO (CHA),Resistencia (SARE),AP,S/D,S/D,S/D,Rockwell Sabreliner
45842998/22,6/5/2022,en curso,C-180 (Cessna),S/M,De importancia,Aterrizaje,"(-32.68388888888889, -62.1575)",Desconocido,S/D,S/D,S/D,CORDOBA (CBA),Marcos Juarez,AD,S/D,S/D,S/D,Cessna
44739297/22,5/5/2022,en curso,PW6U (Jezow),LV-EQS,Leves,Aterrizaje,"(-36.59666666666667, -64.18722222222223)",Ninguno,S/D,S/D,S/D,LA PAMPA (LPA),Club de Planeadores de Santa Rosa/El Pampero,LAD,S/D,S/D,S/D,Jezow
49951658/22,3/5/2022,en curso,PA-25-235 (Piper),PT-OUB,De importancia,Maniobras,"(-14.300833333333333, -47.45722222222223)",Leves,S/D,S/D,S/D,Goiás (GO),Alto Paraíso de Goiás,LOC,S/D,S/D,S/D,Piper
39933624/22,23/4/2022,en curso,PA-A-38-112 (Piper),LV-OLF,Ninguno,Aterrizaje,"(-31.75, -60.38305555555556)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Parana,AD,S/D,S/D,S/D,Piper
36971617/22,16/4/2022,en curso,PA-A-28-180 (Piper),LV-LNA,Ninguno,Aterrizaje,"(-35.94888888888889, -68.15583333333333)",Ninguno,S/D,S/D,S/D,NEUQUEN (NEU),Juan Domingo Perón - Neuquén (SAZN),AP,S/D,S/D,S/D,Piper
36953095/22,16/4/2022,en curso,C-152 (Cessna),LV-OFS,De importancia,Crucero,"(-38.60583333333334, -58.791666666666664)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Necochea,LOC,S/D,S/D,S/D,Cessna
34375631/22,8/4/2022,en curso,EXPRESS (Wheeler),LV-X534,Leves,Maniobras,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Wheeler
35178584/22,7/4/2022,en curso,B-200 (Beechcraft),LV-KBS,Leves,Rodaje salida,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Beechcraft
33829335/22,6/4/2022,en curso,RV-10 (Van S),PP-ZRT,Se desconoce,Crucero,"(None, None)",Desconocido,S/D,S/D,S/D,CHUBUT (CHU),"Alta Mar, Altura Chubut, Comodoro Rivadavia",LOC,S/D,S/D,S/D,Van S
31872214/22,1/4/2022,en curso,PA-11 (Piper),LV-YOD,De importancia,Crucero,"(-38.26222222222222, -57.87027777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Miramar,ZR,S/D,S/D,S/D,Piper
33686272/22,30/3/2022,en curso,PA-60 (Piper),LV-MBZ,Leves,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,Montevideo (Mon),Ángel S. Adami (SUAA),AP,S/D,S/D,S/D,Piper
28341899/22,23/3/2022,en curso,C-152 (Cessna),LV-API,Se desconoce,Aterrizaje,"(-33.160555555555554, -64.33722222222222)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Río Cuarto,AC,S/D,S/D,S/D,Cessna
26584049/22,19/3/2022,en curso,95-B55 (Textron Aviation Inc),LV-HWL,Ninguno,Aterrizaje,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Textron Aviation Inc
24983343/22,14/3/2022,en curso,601-P (Aerostar),LV-MEE,De importancia,Despegue,"(-30.768055555555556, -60.568333333333335)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),San Justo,AD,S/D,S/D,S/D,Aerostar
25677952/22,12/3/2022,en curso,S-2R (Rockwell),LV-BYP,De importancia,Aproximación,"(-30.881944444444446, -63.965)",Leves,S/D,S/D,S/D,CORDOBA (CBA),Mula Muerta,LOC,S/D,S/D,S/D,Rockwell
55504807/23,9/3/2022,en curso,AT-402-A (Air Tractor),LV-JQL,De importancia,Se desconoce,"(-27.46611111111111, -61.61055555555556)",Ninguno,S/D,S/D,S/D,CHACO (CHA),General Pinedo,ZR,S/D,S/D,S/D,Air Tractor
20674875/22,4/3/2022,en curso,B-737-800 (Boeing),LV-FXQ,Leves,Crucero,"(-31.310000000000002, -64.20833333333334)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Ingeniero Taravella - Córdoba (SACO),AP,S/D,S/D,S/D,Boeing
22353426/22,2/3/2022,en curso,E-500 (Embraer),LV-GQN,De importancia,Aterrizaje,"(-22.975277777777777, -44.30722222222222)",Ninguno,S/D,S/D,S/D,Angra dos Reis (BRA),Angra dos Reis,AP,S/D,S/D,S/D,Embraer
19712435/22,1/3/2022,en curso,C-150-M (Cessna),LV-CFT,Se desconoce,Aterrizaje,"(None, None)",Desconocido,S/D,S/D,S/D,ENTRE RIOS (ERS),Concordia,AC,S/D,S/D,S/D,Cessna
19711494/22,27/2/2022,en curso,R-22 (Robinson),LV-KBQ,De importancia,Aterrizaje,"(-33.49638888888889, -62.68388888888889)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Córdoba,ZR,S/D,S/D,S/D,Robinson
18137028/22,24/2/2022,en curso,E-190 (Embraer),LV-GIQ,Ninguno,Ascenso,"(-34.81722222222223, -58.53861111111111)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Embraer
201220/23,19/2/2022,en curso,H-500-C (Hughes),LV-LTF,Destruida,Despegue,"(-33.64416666666666, -65.4025)",Ninguno,S/D,S/D,S/D,SAN LUIS (UIS),Villa Mercedes,AD,S/D,S/D,S/D,Hughes
27271621/23,14/2/2022,en curso,M-18-B (Pzl),LV-CEQ,Se desconoce,Se desconoce,"(None, None)",Desconocido,S/D,S/D,S/D,CORRIENTES (CRR),Ituzaingó,LOC,S/D,S/D,S/D,Pzl
13683522/22,11/2/2022,en curso,CITATION (Cessna),LV-JUO,De importancia,Aterrizaje,"(-34.67472222222222, -58.47555555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Cessna
13194494/22,10/2/2022,en curso,IAe 46 SUPER RANQUEL (Dinfia),LV-HYE,De importancia,Aterrizaje,"(-36.54222222222222, -56.72138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Santa Teresita,AD,S/D,S/D,S/D,Dinfia
12593869/22,8/2/2022,en curso,B-58 (Beechcraft),LV-IWH,Ninguno,Aterrizaje,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Beechcraft
11006534/22,3/2/2022,en curso,E-190 (Embraer),LV-GIQ,Ninguno,Crucero,"(-32.905277777777776, -60.785)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Islas Malvinas - Rosario (SAAR),AP,S/D,S/D,S/D,Embraer
10784835/22,2/2/2022,en curso,375 (Pull),LV-X753,De importancia,Rodaje salida,"(-45.90416666666667, -67.55888888888889)",Ninguno,S/D,S/D,S/D,CHUBUT (CHU),Comodoro Rivadavia,AP,S/D,S/D,S/D,Pull
9683381/22,1/2/2022,en curso,737-86J (Boeing),HP-1822CMP,Leves,Estacionado,"(-34.82222222222222, -58.53583333333333)",Desconocido,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
9193751/22,29/1/2022,en curso,PA-38 (Piper),LV-ANT,Leves,Estacionado,"(-32.45777777777778, -58.30833333333333)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Concepción del Uruguay,AD,S/D,S/D,S/D,Piper
6496349/22,20/1/2022,en curso,900-XP (Hawker),LV-ZTR,Leves,Despegue,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Hawker
5813675/22,15/1/2022,en curso,AT-602 (Air Tractor),LV-WZE,Destruida,Despegue,"(-28.523055555555555, -56.11277777777778)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),Santo Tomé,ZR,S/D,S/D,S/D,Air Tractor
4080004/22,12/1/2022,en curso,E-190 (Embraer),LV-CMB,Ninguno,Despegue,"(-25.83833333333333, -65.10444444444444)",Ninguno,S/D,S/D,S/D,TUCUMAN (TUC),Tucumán,AP,S/D,S/D,S/D,Embraer
3033931/22,10/1/2022,en curso,B-737-800 (Boeing),LV-FUA,Ninguno,Ascenso,"(-34.82222222222222, -58.53583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
2625681/22,8/1/2022,en curso,G-164-A (Grumman),LV-GXQ,Se desconoce,Aterrizaje,"(-30.366666666666667, -58.98416666666667)",Desconocido,S/D,S/D,S/D,ENTRE RIOS (ERS),Campo Las Mulitas,ZR,S/D,S/D,S/D,Grumman
505657/22,2/1/2022,en curso,C-180 (Cessna),LV-JJN,Ninguno,Aterrizaje,"(-24.859722222222224, -65.48694444444445)",Ninguno,S/D,S/D,S/D,SALTA (SAL),Gral. M. M. de Guemes (SASA),AP,S/D,S/D,S/D,Cessna
504600/22,31/12/2021,en curso,B-737-800 (Boeing),LV-HKN,Leves,Crucero,"(-28.849722222222223, -56.931666666666665)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),Posadas Gral José de San Martín (SARP),AP,S/D,S/D,S/D,Boeing
498944/22,30/12/2021,en curso,C-208-B (Cessna),LV-BMP,Ninguno,Crucero,"(-26.840833333333332, -65.10472222222222)",Ninguno,S/D,S/D,S/D,TUCUMAN (TUC),Tucumán,AP,S/D,S/D,S/D,Cessna
126898794/21,30/12/2021,en curso,AP-22 (Aeroprakt),LV-S044,De importancia,Aterrizaje,"(-31.48777777777778, -64.14194444444445)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Coronel Olmedo,AD,S/D,S/D,S/D,Aeroprakt
126611445/21,29/12/2021,en curso,412-EP (Bell),LV-KAI,Se desconoce,Se desconoce,"(None, None)",Fatales,S/D,S/D,S/D,NEUQUEN (NEU),40 NM al Norte de AD Chapelco,ZR,S/D,S/D,S/D,Bell
125633336/21,26/12/2021,en curso,ASK-18 (Schleicher),LV-DBH,Leves,Aterrizaje,"(-35.019999999999996, -57.922777777777775)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),La Plata,LOC,S/D,S/D,S/D,Schleicher
124816087/21,22/12/2021,en curso,P-2006 (Tecnam),LV-FQS,Ninguno,Aterrizaje,"(-31.310000000000002, -64.20833333333334)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Ingeniero Taravella - Córdoba (SACO),AP,S/D,S/D,S/D,Tecnam
6658234/22,21/12/2021,en curso,PW-5SMYK (Pzl),LV-EQS,Leves,Despegue,"(-36.59666666666667, -64.18722222222223)",Ninguno,S/D,S/D,S/D,LA PAMPA (LPA),El Pampero,AD,S/D,S/D,S/D,Pzl
123687201/21,19/12/2021,en curso,B-737-800 (Boeing),LV-FUA,Ninguno,Ascenso,"(-34.82222222222222, -58.53583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
119929779/21,10/12/2021,en curso,150 (Cessna),LV-CJR,De importancia,Aterrizaje,"(-32.89, -60.843611111111116)",Leves,S/D,S/D,S/D,SANTA FE (SFE),Alagro. Localidad: FUNES,AD,S/D,S/D,S/D,Cessna
118667404/21,6/12/2021,en curso,AB-180 (Aero Boero),LV-ATS,De importancia,Aterrizaje,"(-29.863055555555558, -61.87277777777778)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Ceres,AD,S/D,S/D,S/D,Aero Boero
65127350/22,26/11/2021,en curso,Boeing B-738 (Boeing),LV-HKN,Ninguno,Crucero,"(None, None)",Desconocido,S/D,S/D,S/D,MISIONES (MIS),Puerto Iguazu,LOC,S/D,S/D,S/D,Boeing
113471705/21,20/11/2021,en curso,C-152 (Cessna),LV-BXJ,De importancia,Aterrizaje,"(-35.23361111111111, -63.565555555555555)",Ninguno,S/D,S/D,S/D,LA PAMPA (LPA),Azcarate Irastorsa S.A - Int. Alvear,AD,S/D,S/D,S/D,Cessna
112293404/21,18/11/2021,en curso,C-150-M (Cessna),LV-CDW,De importancia,Rodaje a plataforma,"(-34.67916666666667, -58.64277777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,LOC,S/D,S/D,S/D,Cessna
113497946/21,17/11/2021,en curso,R-22 (Robinson),LV-ZRH,Destruida,Crucero,"(-36.63388888888889, -58.76111111111111)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Rauch,ZR,S/D,S/D,S/D,Robinson
111696258/21,16/11/2021,en curso,SA-227-DC (Fairchild),LV-BGH,Ninguno,Crucero,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Fairchild
109328996/21,10/11/2021,en curso,LS-4 (Rolladen Schneider),LV-ENW,Leves,Aproximación,"(-36.080555555555556, -60.86944444444445)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Carlos de Bolívar,LOC,S/D,S/D,S/D,Rolladen Schneider
108963100/21,9/11/2021,en curso,152-II (Cessna),LV-AMI,De importancia,Aterrizaje,"(-34.680277777777775, -59.03583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),General Rodríguez,AD,S/D,S/D,S/D,Cessna
107714093/21,3/11/2021,en curso,B-787 (Boeing),N36962,Ninguno,Crucero,"(-33.81027777777778, -59.499722222222225)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Baradero,LOC,S/D,S/D,S/D,Boeing
105559269/21,2/11/2021,en curso,SA-227-DC (Fairchild),LV-BYN,Leves,Aterrizaje,"(-34.55972222222222, -58.415)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Fairchild
105099341/21,31/10/2021,en curso,SIN DATOS (Brisa),LV-UX120,De importancia,Aproximación,"(-27.883333333333333, -55.13611111111111)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),"Itacaruaré, San Javier",LOC,S/D,S/D,S/D,Brisa
105107497/21,30/10/2021,en curso,S9 (Rans & Co),LV-X571,Destruida,Maniobras,"(-31.96722222222222, -64.56305555555555)",Graves,S/D,S/D,S/D,CORDOBA (CBA),Villa General Belgrano,LOC,S/D,S/D,S/D,Rans & Co
105108079/21,30/10/2021,en curso,SGU2-22 (Schweizer),LV-EFH,Destruida,Despegue,"(-32.01611111111111, -60.58305555555556)",Desconocido,S/D,S/D,S/D,ENTRE RIOS (ERS),Diamante,AD,S/D,S/D,S/D,Schweizer
105109331/21,30/10/2021,en curso,601-P (Aerostar),LV-OAR,De importancia,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,CATAMARCA (CAT),Coronel Felipe Varlea - Catamarca (SANC),AP,S/D,S/D,S/D,Aerostar
105110377/21,30/10/2021,en curso,P-2002 (Tecnam),LV-GKC,De importancia,Crucero,"(-34.72277777777778, -58.89277777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Marcos Paz,LOC,S/D,S/D,S/D,Tecnam
33620663/22,28/10/2021,en curso,PA-25-235 (Piper),XB-AVL,Se desconoce,Despegue,"(None, None)",Ninguno,S/D,S/D,S/D,Guanajuato (GUA),Celaya,LOC,S/D,S/D,S/D,Piper
102726258/21,26/10/2021,en curso,LJ-35 (Learjet),LV-BPO,Leves,Rodaje salida,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Learjet
102067584/21,23/10/2021,en curso,PA-28 (Piper),LV-APC,Leves,Aterrizaje,"(-31.603055555555557, -68.54722222222222)",Ninguno,S/D,S/D,S/D,SAN JUAN (JUA),San Juan,AC,S/D,S/D,S/D,Piper
105094269/21,23/10/2021,en curso,EC-120-B (Eurocopter),LV-CVE,De importancia,Estacionado,"(-34.64722222222222, -58.47833333333333)",Ninguno,S/D,S/D,S/D,Ciudad Autónoma de Buenos Aires (CAB),Au Perito Moreno altura peaje Parque Avellaneda,LOC,S/D,S/D,S/D,Eurocopter
99214512/21,17/10/2021,en curso,P-2002-S (Tecnam),LV-S065,Ninguno,Aterrizaje,"(-34.58777777777778, -68.40361111111112)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),SAN RAFAEL,AP,S/D,S/D,S/D,Tecnam
99215439/21,17/10/2021,en curso,C-152 (Cessna),LV-CKO,Leves,Ascenso,"(-34.638888888888886, -59.45527777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Mercedes,AD,S/D,S/D,S/D,Cessna
99216983/21,15/10/2021,en curso,PA-22-150 (Piper),LV-FIU,Leves,Crucero,"(-34.81722222222223, -58.635)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Burzaco,LOC,S/D,S/D,S/D,Piper
97300388/21,12/10/2021,en curso,150 (Cessna),LV-CMF,De importancia,Rodaje salida,"(-35.94888888888889, -68.15055555555556)",Leves,S/D,S/D,S/D,NEUQUEN (NEU),Juan Domingo Perón - Neuquén (SAZN),AP,S/D,S/D,S/D,Cessna
97299571/21,9/10/2021,en curso,PA-18 (Piper),LV-GBY,De importancia,Crucero,"(-43.250277777777775, -71.34888888888888)",Ninguno,S/D,S/D,S/D,CHUBUT (CHU),Lago Rosario,LOC,S/D,S/D,S/D,Piper
97298782/21,8/10/2021,en curso,188-A (Cessna),LV-BDW,De importancia,Maniobras,"(-35.36333333333334, -63.46805555555556)",Ninguno,S/D,S/D,S/D,LA PAMPA (LPA),Intendente Alvear,ZR,S/D,S/D,S/D,Cessna
97809962/21,4/10/2021,en curso,B-55 (Beechcraft),CC-CCI,Ninguno,Aterrizaje,"(-31.57138888888889, -68.41833333333334)",Ninguno,S/D,S/D,S/D,SAN JUAN (JUA),San Juan,AP,S/D,S/D,S/D,Beechcraft
94210642/21,3/10/2021,en curso,150 (Cessna),LV-BXR,Ninguno,Rodaje a plataforma,"(-34.67916666666667, -58.64361111111111)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Cessna
94211479/21,2/10/2021,en curso,EA-300 (Extra),LV-CJP,Leves,Aproximación,"(-32.65833333333333, -62.70194444444445)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Bell Ville,AC,S/D,S/D,S/D,Extra
94209769/21,4/10/2021,en curso,PA-25-235 (Piper),LV-LXG,De importancia,Maniobras,"(-38.79361111111111, -60.97083333333334)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),El Faro,ZR,S/D,S/D,S/D,Piper
90779386/21,24/9/2021,en curso,PA-A-38-112 (Piper),LV-OHN,Destruida,Aproximación,"(-34.74, -58.20944444444445)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),"Rivera, Rio de la Plata, prox a Ezpeleta",LAD,S/D,S/D,S/D,Piper
88708570/21,19/9/2021,en curso,AB-180 (Aero Boero),LV-JYF,De importancia,Aterrizaje,"(-34.47027777777778, -59.42472222222222)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Andres de Giles,AD,S/D,S/D,S/D,Aero Boero
84112647/21,7/9/2021,en curso,150 (Cessna),LV-GDK,Ninguno,Crucero,"(-25.85027777777778, -54.51111111111111)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),7 millas náuticas sobre el radial 200 DEL VOR Iguazú,LAD,S/D,S/D,S/D,Cessna
86467423/21,1/9/2021,en curso,A-320 (Airbus),LV-IVN,Leves,Estacionado,"(-34.55888888888889, -58.41638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Airbus
80441243/21,28/8/2021,en curso,SLING II (The Airplane Factory),LV-X662,De importancia,Aterrizaje,"(-33.083333333333336, -60.551944444444445)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Pueblo Esther,AD,S/D,S/D,S/D,The Airplane Factory
78637327/21,24/8/2021,en curso,T-303 (Cessna),LV-VEL,Ninguno,Rodaje salida,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Cessna
805339326/21,22/8/2021,en curso,PA-24 (Piper),LV-CVT,Destruida,Crucero,"(None, None)",Fatales,S/D,S/D,S/D,Maldonado (MAL),Cerro las Animas,ZR,S/D,S/D,S/D,Piper
77428877/21,21/8/2021,en curso,C-402 (Cessna),LV-MZN,Ninguno,Aterrizaje,"(-32.905277777777776, -60.785)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Islas Malvinas - Rosario (SAAR),AP,S/D,S/D,S/D,Cessna
74901395/21,15/8/2021,en curso,152-II (Cessna),LV-APM,De importancia,Estacionado,"(-35.14527777777778, -60.481944444444444)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Bragado,AD,S/D,S/D,S/D,Cessna
80437357/21,7/8/2021,en curso,L-21-B (Piper),LV-MBO,De importancia,Ascenso,"(-35.111666666666665, -58.72638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Cañuelas,LOC,S/D,S/D,S/D,Piper
70293688/21,3/8/2021,en curso,Viajero (Experimental),LV-UX079,De importancia,Aterrizaje,"(-33.230555555555554, -68.50805555555556)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),Rivadavia,AD,S/D,S/D,S/D,Experimental
69380993/21,1/8/2021,en curso,SUPER PODEROSA (Apc),LV-X794,De importancia,Se desconoce,"(-32.17472222222222, -63.54694444444444)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Oliva,AC,S/D,S/D,S/D,Apc
69379768/21,31/7/2021,en curso,LA-4-200 (Lake),LV-OAW,Se desconoce,Aterrizaje,"(-32.154444444444444, -58.19944444444444)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Concepción del Uruguay,AD,S/D,S/D,S/D,Lake
66978998/21,23/7/2021,en curso,C-172 (Cessna),LV-HBS,Ninguno,Crucero,"(-27.77583333333333, -55.85333333333333)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),San Carlos,LOC,S/D,S/D,S/D,Cessna
72510988/21,21/7/2021,en curso,B-407 (Bell),LQ-ZPR,Leves,Aterrizaje,"(-24.121111111111112, -62.339444444444446)",Ninguno,S/D,S/D,S/D,CHACO (CHA),Fortín Belgrano,LOC,S/D,S/D,S/D,Bell
64536517/21,17/7/2021,en curso,C-182 (Cessna),LV-GXN,Se desconoce,Despegue,"(-34.746944444444445, -58.203611111111115)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ezpeleta,AD,S/D,S/D,S/D,Cessna
64534781/21,16/7/2021,en curso,150 (Cessna),LV-JFK,Destruida,Crucero,"(-34.73972222222222, -58.90277777777778)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Marcos Paz,LOC,S/D,S/D,S/D,Cessna
64093487/21,15/7/2021,en curso,A-320 (Airbus),LV-IVO,Leves,Rodaje a plataforma,"(-31.310000000000002, -64.20833333333334)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Ingeniero Taravella - Córdoba (SACO),AP,S/D,S/D,S/D,Airbus
62293219/21,8/7/2021,en curso,E-190 (Embraer),LV-CMB,Ninguno,Ascenso,"(-34.55972222222222, -58.415)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Embraer
